statename,rank,hs6,abbrevation,val2013,val2014,val2015,val2016
Louisiana,16,730890,STRUCTURES AND PARTS NESOI OF IRON OR STEEL,14.02,31.94,22.99,151.3
Louisiana,17,293090,ORGANO-SULFUR COMPOUNDS NESOI,6.58,6.79,9.37,150.12
Louisiana,18,281410,ANHYDROUS AMMONIA,434.26,341.02,386.97,146.27
Louisiana,19,848180,TAPS COCKS ETC F PIPE VAT INC THERMO CONTROL,110.15,176.36,135.51,144.31
Louisiana,20,841950,"HEAT EXCHANGE UNITS, INDUSTRIAL TYPE",17.4,32.82,31.7,132.12
Louisiana,21,720918,"FLAT-COLD-RLD IR,STL,COILS,600MM WIDE,<0.5MM",39.44,106.65,130.36,124.16
Louisiana,22,760120,UNWROUGHT ALUMINUM ALLOYS,21.3,41.48,75.3,123.69
Louisiana,23,260600,ALUMINUM ORES AND CONCENTRATES,97.21,116.23,148.13,123.35
Louisiana,24,292429,"CYCLIC AMIDES, DERIVATIVES AND SALTS OF, NESO",0,0,39.63,111.88
Louisiana,25,151311,"COCONUT (COPRA) OIL, CRUDE, NOT CHEMICLLY MOD",83.4,130.8,75.41,105.55
Massachusetts,0,0,World,34361.33,34525.04,33652.69,33801.45
Massachusetts,0,25,Top 25,13173.78,12935.54,12377.46,13154.27
Massachusetts,1,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,907.45,1184.01,1471.89,1436.61
Massachusetts,2,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",113.57,158.28,533.92,1176.01
Massachusetts,3,710812,"GOLD, NONMONETARY, UNWROUGHT NESOI",1933.92,1510.53,1323.82,1101.61
Massachusetts,4,271012,"LT OILS, PREPS GT=70% PETROLEUM/BITUM NT BIOD",2702.2,2501.39,1353.03,1054.21
Massachusetts,5,902139,ARTIFICIAL JOINTS & PARTS & ACCESSORIES THERO,783.79,767.63,857.2,853.05
Massachusetts,6,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",634.22,724.15,660.68,772.19
Massachusetts,7,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",765.01,818.78,948.64,752.7
Massachusetts,8,870323,PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV,16.23,26.96,13.47,715.85
Massachusetts,9,901839,"MED NEEDLES. NESOI, CATHERERS ETC AND PARTS E",552.13,538.49,564.25,630.72
Massachusetts,10,901819,"ELECTRO-DIAGNOSTIC APPARATUS NESOI, AND PARTS",614.24,573.24,557.4,571.27
Massachusetts,11,30614,"CRABS, INCLUDING IN SHELL, FROZEN",375.01,394.14,386.58,422.03
Massachusetts,12,710691,"SILVER, UNWROUGHT NESOI",400.38,240.11,257.11,393.05
Massachusetts,13,271121,"NATURAL GAS, GASEOUS",573.35,1107.93,744.2,301.38
Massachusetts,14,30612,"LOBSTERS, INCLUDING IN SHELL, FROZEN",257.76,317.24,311.43,293.57
Massachusetts,15,711890,"COIN, NESOI",569.94,341.62,372.75,274.86
Massachusetts,16,640399,"FOOTWEAR, OUTER SOLE RUB ETC & LEATHER UPPER",229.84,150.22,258.25,271.1
Massachusetts,17,160530,"LOBSTER, PREPARED OR PRESERVED",154.99,168.45,200.65,264.34
Massachusetts,18,851822,"MULTIPLE LOUDSPEAKERS, MOUNTED IN SAME ENCLOS",178.4,294.37,347.34,245.74
Massachusetts,19,902110,"ORTHOPEDIC OR FRACTRE APPLIANCES, PARTS & ACC",232.09,227.25,220.97,245.17
Massachusetts,20,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG",216.08,239.27,191.33,242.77
Massachusetts,21,271111,"NATURAL GAS, LIQUEFIED",277.03,33.78,133.62,233.78
Massachusetts,22,847170,"AUTOMATIC DATA PROCESSING STORAGE UNITS, N.E.",258.5,176.63,225.87,229.65
Massachusetts,23,440710,"CONIFEROUS WOOD SAWN, SLICED ETC, OVER 6 MM T",213.85,221.4,190.28,225.22
Massachusetts,24,852351,SOLID-STATE NON-VOL SEMICONDUCTOR STORAGE DEV,19.5,32.46,51.42,223.89
Massachusetts,25,220421,"WINE, FR GRAPE NESOI & GR MUST W ALC, NOV 2 L",194.3,187.19,201.33,223.49
Maryland,0,0,World,26578.23,30094.21,31516.77,30687.94
Maryland,0,25,Top 25,12402,14550.04,16946.48,16991.86
Maryland,1,870323,PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV,3555.96,3874.29,5796.25,8026.53
Maryland,2,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,2974.18,3469.57,3347.84,2181.48
Maryland,3,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,946.53,1164.59,1402.4,998.5
Maryland,4,711311,"JEWELRY AND PARTS THEREOF, OF SILVER",563.15,595.26,699.97,625.75
Maryland,5,800110,"TIN, UNWROUGHT, NOT ALLOYED",579.3,600.39,393.59,407.57
Maryland,6,760120,UNWROUGHT ALUMINUM ALLOYS,323.03,358.85,420.08,390.76
Maryland,7,90111,"COFFEE, NOT ROASTED, NOT DECAFFEINATED",103.52,355,476.65,382.12
Maryland,8,842952,MECH SHOVELS EXCAVATORS ETC W 360 DEGREE SPRS,511.86,365.31,382.61,376.9
Maryland,9,760612,"ALUMINUM ALLOY RECT PLATES ETC, OVER .2 MM TH",162.46,343.95,450.69,335.87
Maryland,10,750210,"NICKEL, UNWROUGHT, NOT ALLOYED",389.43,784.31,566.41,333.97
Maryland,11,870190,"TRACTORS, NESOI",602.24,563.26,653.74,331.98
Maryland,12,780110,"REFINED LEAD, UNWROUGHT",123.35,301.62,256.28,308.97
Maryland,13,760110,"UNWROUGHT ALUMINUM, NOT ALLOYED",68.17,190.58,248.56,227.97
Maryland,14,870422,MTR VEH TRANS GDS COM-IG INT C P E GVW >5NOV2,208.12,195.41,208.34,205.14
Maryland,15,382200,"COMPOSITE DIAGNOSTIC/LAB REAGENTS, EXC PHARMA",93.95,93.56,106.09,201.28
Maryland,16,950300,"TRICYCLE, SCOOTR, PEDAL CAR & SIM WHEELED TYS",143.82,154.41,208.13,194.21
Maryland,17,90411,"PEPPER OF GENUS PIPER, NEITHER CRUSHED NOR GR",184.09,204.11,231.01,194.14
Maryland,18,271012,"LT OILS, PREPS GT=70% PETROLEUM/BITUM NT BIOD",130.95,149.7,89.79,180.95
Maryland,19,261210,URANIUM ORES AND CONCENTRATES,49.17,92.17,127.78,176.46
Maryland,20,846729,"TOOLS FOR WK IN  HAND,W/ SELF-CONT ELEC MOTOR",265.92,137.84,230.91,168.08
Maryland,21,440710,"CONIFEROUS WOOD SAWN, SLICED ETC, OVER 6 MM T",134.86,143.23,128.83,153.76
Maryland,22,870333,PASS VEH COM-IG INT COM ENG > 2500 CC,18.88,22.81,127.98,152.43
Maryland,23,810520,"COBALT, UNWROUGHT,  PWDRS, MATTES ETC",113.46,153.05,157.49,148.26
Maryland,24,940390,"PARTS OF FURNITURE, NESOI",125.84,144.37,125.82,147.5
Maryland,25,870322,"PASS MTR VEH,SPARK IGN ENG, >1000CC BUT =<150",29.73,92.4,109.27,141.31
Maine,0,0,World,3540.88,3866.66,3686.59,3353.81
Maine,0,25,Top 25,1592.67,1815.02,1581.75,1437.48
Maine,1,271600,ELECTRICAL ENERGY,262.75,311.7,225.88,196.52
Maine,2,271012,"LT OILS, PREPS GT=70% PETROLEUM/BITUM NT BIOD",307.48,332.81,247.43,180.66
Maine,3,30622,"LOBSTERS, LIVE, FRESH,CH, DRIED, SALTD OR IN",117.87,160.95,179.94,143.82
Maine,4,440710,"CONIFEROUS WOOD SAWN, SLICED ETC, OVER 6 MM T",47.32,61.17,62.02,105.2
Maine,5,470421,CHEM WDPULP SULFITE EX DSSLVNG GR CONIF SEMI/,116.42,113.76,89.62,94.16
Maine,6,640399,"FOOTWEAR, OUTER SOLE RUB ETC & LEATHER UPPER",72.77,69.41,107.33,77.43
Maine,7,850300,"PARTS OF ELECTRIC MOTORS, GENERATORS & SETS",0.35,0.1,15.21,72.32
Maine,8,470321,"CHEMICAL WOODPULP, SODA ETC. N DIS S BL & BL",131.51,134.47,79.36,58.07
Maine,9,271112,"PROPANE, LIQUEFIED",101.75,111.84,57.56,49.2
Maine,10,854129,"TRANSISTORS, OTHER THAN PHOTOSENSITIVE, NESOI",55.54,47.78,41.72,42.64
Maine,11,640391,"FOOTWEAR, OUT SOLE RUB ETC & UP LEA NESOI, AN",17.02,20.84,48.09,40.93
Maine,12,282911,SODIUM CHLORATE,47.38,42.49,39.9,36.58
Maine,13,611020,"SWEATERS, PULLOVERS ETC, KNIT ETC, COTTON",30.26,32.87,35.1,32.05
Maine,14,230990,"ANIMAL FEED PREP EXCEPT DOG OR CAT FOOD, RETA",23.04,22.73,25.99,31.97
Maine,15,841290,"ENGINE AND MOTOR PARTS, NESOI",0.87,0.17,15.59,29.1
Maine,16,271019,PETROL OIL BITUM MINERAL (NT CRUD) ETC NT BIO,146.63,191.27,92.48,28.66
Maine,17,30214,ATLANTIC SALMON AND DANUBE SALMON FRESH OR CH,2.09,9.27,24.61,26.83
Maine,18,620342,"MEN'S OR BOYS' TROUSERS ETC, NOT KNIT, COTTON",24.99,27.28,29.06,26.12
Maine,19,902750,INSTRUMENTS ETC USING OPTICAL RADIATIONS NESO,2.24,6.56,21.43,25.94
Maine,20,730820,TOWERS AND LATTICE MASTS OF IRON OR STEEL,0.52,1.12,35.57,25.92
Maine,21,841191,TURBOJET AND TURBOPROLLER PARTS,15.56,41.24,30.44,24.89
Maine,22,250700,"KAOLIN AND OTHER KAOLINIC CLAYS, INCL CALCINE",0.28,4.11,16.37,22.87
Maine,23,285300,INORG CMPDS NESOI;LQ/CMPRSD AIR;AMALG EXC PRE,25.94,27.74,25.7,22.8
Maine,24,620520,"MEN'S OR BOYS' SHIRTS, NOT KNIT, OF COTTON",23.67,26.85,21.98,21.74
Maine,25,841199,GAS TURBINE PARTS NESOI,18.39,16.47,13.39,21.06
Michigan,0,0,World,118151.16,122984.14,124223.61,134946.98
Michigan,0,25,Top 25,80748.43,81362.19,82322.52,91938.11
Michigan,1,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,24501.25,22906.49,20476.79,18845.81
Michigan,2,870323,PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV,14742.35,12846.92,16405.79,18165.33
Michigan,3,870431,"MTR VEH TRANS GDS SPK IG IN C P ENG, GVW NOV",8637.54,10055.46,10420.27,12218.8
Michigan,4,870322,"PASS MTR VEH,SPARK IGN ENG, >1000CC BUT =<150",1219.93,1381.93,1806.75,4572.79
Michigan,5,840734,SPARK-IGNTN RECPRCTING PISTON ENGINE ETC > 10,2799.11,2942.85,3000.8,4309.98
Michigan,6,870829,"PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NES",2908.08,2960.28,3172.98,4110.02
Michigan,7,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",2740.88,2974.67,3003.44,3856.89
Michigan,8,940190,"PARTS OF SEATS (EX MEDICAL, BARBER, DENTAL ET",2573.32,2855,2936.48,2998.86
Michigan,9,870840,GEAR BOXES FOR MOTOR VEHICLES,1993.44,1767.39,1809.96,2774.66
Michigan,10,870421,"TRUCKS, NESOI, DIESEL ENG, GVW 5 METRIC TONS",1561.33,1994.44,2213.68,2351.98
Michigan,11,270900,CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINER,4324.03,4898.8,2614.15,2055.94
Michigan,12,870422,MTR VEH TRANS GDS COM-IG INT C P E GVW >5NOV2,1653.81,2040.6,1906.41,1992.78
Michigan,13,840991,SPARK-IGNITION INT COMBUSTION PISTON ENG PTS,1624.62,1755.96,1859.07,1922.72
Michigan,14,854430,INSULATED WIRING SETS FOR VEHICLES SHIPS AIRC,1846.65,1720.06,1742.68,1540.38
Michigan,15,853710,CONTROLS ETC W ELECT APPR F ELECT CONT NOV 10,844.02,1053.9,1301.21,1369.07
Michigan,16,870870,ROAD WHEELS & PTS & ACCESSORIES FOR MOTOR VEH,879.71,944.33,1159.02,1235.41
Michigan,17,851220,ELECT LIGHTING/VISUAL SIGNLNG EQ EX FOR BICYC,809.71,982.71,990.7,1180.54
Michigan,18,870850,DRIVE AXLES WITH DIFFERENTIAL FOR MOTOR VEHIC,516.04,661.23,734.81,1175.3
Michigan,19,870830,BRAKES AND SERVO-BREAKS; PARTS THEREOF,708.62,772.14,895.59,962.23
Michigan,20,870880,SUSPENSION SHOCK ABSORBERS FOR MOTOR VEHICLES,601.62,685.26,744.66,873.47
Michigan,21,870894,"STEERING WHEELS, COLUMNS & BOXES F MOTOR VEHI",530.73,586.07,624.08,767.37
Michigan,22,854370,"ELEC MACH AND APP, HAVING INDIV FUNCTIONS, NE",430.69,521.95,633.92,758.9
Michigan,23,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",929.22,689.4,577.07,650.73
Michigan,24,848180,TAPS COCKS ETC F PIPE VAT INC THERMO CONTROL,420.42,494.64,504.6,626.16
Michigan,25,852721,RADIOBROADCAST RECEIVERS FOR MOTOR VEHICLES W,951.33,869.71,787.61,621.98
Minnesota,0,0,World,33022.29,34748.08,28584.5,27023.84
Minnesota,0,25,Top 25,14779.15,14922.76,10334.86,9746.2
Minnesota,1,270900,CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINER,8260.61,7798.79,3841.54,2914.84
Minnesota,2,950300,"TRICYCLE, SCOOTR, PEDAL CAR & SIM WHEELED TYS",1029.35,1108.29,1093.88,1200.53
Minnesota,3,852872,"RECEPTION APPARATUS FOR TELEVISION, COLOR, NE",852.3,963.51,1076.51,800.19
Minnesota,4,902150,PACEMAKERS FOR STIMULATING HEART MUSCLES,759.15,916.51,652.44,600.46
Minnesota,5,271121,"NATURAL GAS, GASEOUS",466.31,872.47,327.12,387.14
Minnesota,6,271600,ELECTRICAL ENERGY,344.87,307.21,306.09,334.5
Minnesota,7,901839,"MED NEEDLES. NESOI, CATHERERS ETC AND PARTS E",66.76,86.75,126.43,313.66
Minnesota,8,902139,ARTIFICIAL JOINTS & PARTS & ACCESSORIES THERO,184.45,145.51,125.86,232.71
Minnesota,9,902140,HEARING AIDS,271.6,274.92,255.93,229.49
Minnesota,10,440710,"CONIFEROUS WOOD SAWN, SLICED ETC, OVER 6 MM T",172.01,200.41,185.69,221.43
Minnesota,11,310420,POTASSIUM CHLORIDE,304.03,220.27,299.36,203.11
Minnesota,12,843311,"MOWERS FOR LAWNS, PARKS ETC CUT DEVICE HORIZ",148.3,160.3,186.6,200.82
Minnesota,13,870790,BODIES F ROAD TRACTORS AND MOTOR VEH(PUB TRAN,196.88,170.89,198.57,199.99
Minnesota,14,640419,"FOOTWEAR, OUT SOLE RUB OR PLAST & TEXT UPPER",154.74,146.09,152.51,188.41
Minnesota,15,850440,STATIC CONVERTERS; ADP POWER SUPPLIES,218.44,204.8,184.44,183.95
Minnesota,16,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,159.23,133.9,179.76,173.56
Minnesota,17,940490,"ART OF BEDDNG EX MATTRSS ETC, INC QUILTS, CUS",149.59,122.88,95.65,162.79
Minnesota,18,854140,PHOTOSNSITVE SEMICNDCTR DVICE INC PHTVLTC CEL,26.99,34.15,39.04,159.86
Minnesota,19,940360,"WOODEN FURNITURE, NESOI",126.12,137.1,130.96,158.96
Minnesota,20,630790,"MADE-UP TEXTILE ARTICLES, NESOI",153.84,147.68,146.91,156.13
Minnesota,21,732690,ARTICLES OF IRON OR STEEL NESOI,125.81,137.66,154.7,154.75
Minnesota,22,853710,CONTROLS ETC W ELECT APPR F ELECT CONT NOV 10,160.09,156.13,128.94,151.44
Minnesota,23,854442,"ELEC CONDUCTORS, LT=1000 V, W/ CONNECTORS, NE",136.8,155.81,172,150.1
Minnesota,24,420292,"CONTAINER BAGS, CASES ETC NESOI, PLAST/TEXT M",156.05,156.65,137.28,137.05
Minnesota,25,392690,"ARTICLES OF PLASTICS, NESOI",154.83,164.09,136.65,130.32
Missouri,0,0,World,18514.61,18344.35,18509.65,17205.94
Missouri,0,25,Top 25,5798.94,5462.36,5592.06,5347.87
Missouri,1,760120,UNWROUGHT ALUMINUM ALLOYS,480.41,576.44,539.06,716.32
Missouri,2,270900,CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINER,1411.63,511.43,713.68,689.65
Missouri,3,220300,BEER MADE FROM MALT,236.47,290.87,392.83,398.18
Missouri,4,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",406.17,394.07,363.59,374.86
Missouri,5,840734,SPARK-IGNTN RECPRCTING PISTON ENGINE ETC > 10,495.81,692.97,461.36,327.17
Missouri,6,850140,"AC MOTORS NESOI, SINGLE-PHASE",316.1,343.43,318.61,292.2
Missouri,7,940190,"PARTS OF SEATS (EX MEDICAL, BARBER, DENTAL ET",250.17,318.24,298.78,271.76
Missouri,8,950300,"TRICYCLE, SCOOTR, PEDAL CAR & SIM WHEELED TYS",141.89,160.35,179.76,185.41
Missouri,9,870829,"PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NES",114.49,156.35,177.7,178.79
Missouri,10,870120,ROAD TRACTORS FOR SEMI-TRAILERS,244.34,314.38,271.13,175.39
Missouri,11,760110,"UNWROUGHT ALUMINUM, NOT ALLOYED",80.41,73.52,84.62,141.81
Missouri,12,841590,"PARTS, NESOI, OF AIR CONDITIONING MACHINES",88.14,139.34,142.03,140.72
Missouri,13,854430,INSULATED WIRING SETS FOR VEHICLES SHIPS AIRC,49.42,50.24,152.77,134.03
Missouri,14,851679,"OTHER ELECTROTHERMIC APPLIANCES, DOMESTIC",91.76,102.4,139.91,130.6
Missouri,15,490900,"PRINTED OR ILLUST POST CARDS, GREETING CARDS,",99.64,79.08,87.61,128.99
Missouri,16,293339,CMPDS CONT AN UNFUSED PYRIDINE RING ETC NESOI,155.75,131.56,149.17,127.16
Missouri,17,740311,REFINED COPPER CATHODES AND SECTIONS OF CATHO,126.91,157.37,132.82,124.12
Missouri,18,284440,RADIOACTIVE ELEMENTS & ISOTOPES ETC NESOI; RE,71.5,83.38,85.49,112.89
Missouri,19,293499,NUCLEIC ACIDS & SALTS; OTHER HETEROCYCLIC CMP,131.72,127.13,141.43,108.36
Missouri,20,950730,"FISHING REELS, AND PARTS AND ACCESSORIES",93.89,79.7,118.53,105.94
Missouri,21,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,110.56,151,163.83,101.69
Missouri,22,392690,"ARTICLES OF PLASTICS, NESOI",91.01,97.98,101.21,96.67
Missouri,23,870895,SAFETY AIRBAGS WITH INFLATOR SYSTEM; PARTS TH,196.05,89.66,89.2,96.65
Missouri,24,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",132.99,166,161.24,96.52
Missouri,25,293410,"HETERCYC CMP, UNFUSED THIAZOLE RING IN THE ST",181.67,175.46,125.71,91.99
Mississippi,0,0,World,20003.51,17286.2,14078.79,13970.94
Mississippi,0,25,Top 25,13219.59,10532.04,6816.13,6491.34
Mississippi,1,270900,CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINER,9780.16,6496.15,2450.82,1819.86
Mississippi,2,870840,GEAR BOXES FOR MOTOR VEHICLES,700.55,689.29,707.53,708.41
Mississippi,3,940190,"PARTS OF SEATS (EX MEDICAL, BARBER, DENTAL ET",494.3,480.19,525.72,456.39
Mississippi,4,846729,"TOOLS FOR WK IN  HAND,W/ SELF-CONT ELEC MOTOR",192.24,75.94,221.25,389.78
Mississippi,5,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,34.39,60.27,64.25,289.74
Mississippi,6,300630,OPACIFYING PREPARATIONS FOR X-RAY EXAMINATION,0,194.15,243.04,246.49
Mississippi,7,271019,PETROL OIL BITUM MINERAL (NT CRUD) ETC NT BIO,238.07,485.63,423.92,208.76
Mississippi,8,901839,"MED NEEDLES. NESOI, CATHERERS ETC AND PARTS E",108.15,134.49,190.23,184.42
Mississippi,9,80390,"BANANAS, FRESH OR DRIED, NESOI",228.35,213.12,152.8,177.85
Mississippi,10,720110,NONALLOY PIG IRON 0.5 PRCNT OR LESS PHOSPHORU,66.05,201.67,58.67,163.84
Mississippi,11,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",72.56,76.73,129,160.7
Mississippi,12,840999,SPARK-IGNITION RECIPROCATING INT COM PISTN EN,165.29,233.78,224.8,153.67
Mississippi,13,844399,"PTS & ACC OF PRINTERS, COPIERS AND FAX MACH,",95.42,79.88,143.26,151.25
Mississippi,14,853620,AUTO CIRCUIT BREAKERS VOLTAGE NOT EXCEEDING 1,118.87,126.71,124.41,144.76
Mississippi,15,620342,"MEN'S OR BOYS' TROUSERS ETC, NOT KNIT, COTTON",127.83,147.19,164.75,139.93
Mississippi,16,870850,DRIVE AXLES WITH DIFFERENTIAL FOR MOTOR VEHIC,55.97,62.48,65.49,137.33
Mississippi,17,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",32.37,42.7,112.62,135.61
Mississippi,18,850440,STATIC CONVERTERS; ADP POWER SUPPLIES,76.21,82.64,90.3,114.12
Mississippi,19,854140,PHOTOSNSITVE SEMICNDCTR DVICE INC PHTVLTC CEL,101.17,71.52,102.12,108.79
Mississippi,20,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",75.89,66.78,67.68,104.88
Mississippi,21,870829,"PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NES",107.07,80.76,101.32,103.8
Mississippi,22,847130,PORT DIGTL AUTOMATIC DATA PROCESS MACH NOT >,56.07,125.21,131.99,103.73
Mississippi,23,851632,ELECTROTHERMIC HAIRDRESSING APPARATUS NESOI,126.96,100.28,118.39,99.55
Mississippi,24,870120,ROAD TRACTORS FOR SEMI-TRAILERS,103.77,145.35,133.2,97.47
Mississippi,25,611020,"SWEATERS, PULLOVERS ETC, KNIT ETC, COTTON",61.89,59.13,68.55,90.21
Montana,0,0,World,5740.6,6238.03,4062.68,3489.59
Montana,0,25,Top 25,5012.73,5321.76,3274.77,2802.84
Montana,1,270900,CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINER,4319.58,4503.17,2629.94,2042.45
Montana,2,711292,PLAT WST A SCRP NT CNTNG OTH PREC MTLS,135.38,228.74,139.22,144.31
Montana,3,711299,WASTE AND SCRAP OF PRECIOUS METAL NESOI,71.51,21.28,45.85,85.7
Montana,4,310210,"UREA, WHETHER OR NOT IN AQUEOUS SOLUTION",130.34,101.8,100.8,78.58
Montana,5,440710,"CONIFEROUS WOOD SAWN, SLICED ETC, OVER 6 MM T",65.64,58.06,47.1,54.18
Montana,6,970500,COLLECTORS ITEMS OF BOTANIC. HISTOR ETC INTER,0.22,40.21,9.02,45.67
Montana,7,880230,"AIRPLANE & A/C UNLADEN WGHT > 2000, NOV 15000",2.55,12.03,1.5,43.8
Montana,8,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,2.55,12.1,19.78,42
Montana,9,271121,"NATURAL GAS, GASEOUS",37.77,40.22,36.66,40.17
Montana,10,240220,CIGARETTES CONTAINING TOBACCO,41.56,52.44,42.56,38.56
Montana,11,870431,"MTR VEH TRANS GDS SPK IG IN C P ENG, GVW NOV",0.14,2.63,11.58,26.61
Montana,12,230641,RAPE/COLZA SEED OILCAKE&SOLID RES. LOW ERUCIC,44.55,32.43,29.67,19.78
Montana,13,441012,"ORIENTED STRAND BOARD (OSB), OF WOOD",23.77,19.26,19.27,18.52
Montana,14,271112,"PROPANE, LIQUEFIED",31.58,50.05,16.07,17.12
Montana,15,100390,"BARLEY, NESOI",6.03,9.52,10.34,16.8
Montana,16,870323,PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV,9.64,3.35,9.08,14.66
Montana,17,843390,"PARTS FOR HARVESTER, GRASS MOWERS, SORTING EG",13.21,10.74,9.22,11.6
Montana,18,440310,"WOOD IN THE ROUGH, TREATED PAINT ETC PRESERVA",21.23,17.03,12.66,10.4
Montana,19,100199,"WHEAT AND MESLIN, NESOI",21.42,65.3,29.32,8.39
Montana,20,841122,"TURBOPROPELLERS OF A POWER EXCEEDING 1,100 KW",0,3.21,3.15,8.3
Montana,21,440810,"VENEER SHEET ETC, NOT OVER 6MM THICK, CONIFER",0.4,4.17,13.58,7.54
Montana,22,310280,MIXTURES OF UREA AND AMMONIUM NITRATE IN SOLU,8.92,9.24,9.38,7.28
Montana,23,290110,"ACYCLIC HYDROCARBONS, SATURATED",5.19,7,9.79,7.21
Montana,24,281410,ANHYDROUS AMMONIA,13.77,10.94,13.42,6.73
Montana,25,842890,"LIFTING, HANDLING, LOADING & UNLOADING MACHY",5.8,6.85,5.82,6.47
North Carolina,0,0,World,49847.68,52924.8,51280.7,47041.18
North Carolina,0,25,Top 25,15267.95,17113.12,15556.96,13956.71
North Carolina,1,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",1710.59,2908.32,2840.32,2313.12
North Carolina,2,841191,TURBOJET AND TURBOPROLLER PARTS,1775.7,2065.91,2038.5,1448.52
North Carolina,3,847130,PORT DIGTL AUTOMATIC DATA PROCESS MACH NOT >,2755.64,3047.08,1437.36,1251.75
North Carolina,4,610910,"T-SHIRTS, SINGLETS, TANK TOPS ETC, KNIT ETC C",753.76,772,827.26,848.73
North Carolina,5,620342,"MEN'S OR BOYS' TROUSERS ETC, NOT KNIT, COTTON",767.35,786.84,833.11,781.69
North Carolina,6,611020,"SWEATERS, PULLOVERS ETC, KNIT ETC, COTTON",726.02,761.01,835.03,664.17
North Carolina,7,847150,"DIGITAL PROCESSING UNITS, N.E.S.O.I.",978.79,976.94,810.19,612.64
North Carolina,8,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",589.97,662.85,634.26,544.37
North Carolina,9,284420,URANIUM ENRICHED IN U235 ETC. PLUTONIUM ETC.,697.87,660.54,505.73,540.48
North Carolina,10,621210,"BRASSIERES, KNIT OR CROCHETED OR NOT",439.04,428.55,519.39,528.24
North Carolina,11,611030,"SWEATERS, PULLOVERS ETC, KNIT ETC, MANMADE FI",352.88,381.03,411.53,461.24
North Carolina,12,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",388.29,383.64,397.75,447.12
North Carolina,13,610711,"MEN'S OR BOYS' UNDERPANTS AND BRIEFS COTTON,",356.84,313.04,337.07,334.4
North Carolina,14,940161,"SEATS W WOODEN FRAMES, UPHOLSTERED, NESOI",297.74,334.44,349.43,326.57
North Carolina,15,848190,PTS F TAPS ETC F PIPE VAT INC PRESS & THERMO,260.92,289.53,338.55,298.87
North Carolina,16,620520,"MEN'S OR BOYS' SHIRTS, NOT KNIT, OF COTTON",208.46,346.58,293.7,279.74
North Carolina,17,940360,"WOODEN FURNITURE, NESOI",253.11,265.78,281.29,278.82
North Carolina,18,611596,STOCKNG/SOCKS/OTH HOSIERY ETC. OF SYN FIBERS,232.3,236.55,246.97,267.36
North Carolina,19,848180,TAPS COCKS ETC F PIPE VAT INC THERMO CONTROL,309,261.76,285.61,258.52
North Carolina,20,620462,"WOMEN'S OR GIRLS' TROUSERS ETC NOT KNIT, COTT",335.59,277.54,284.75,255.59
North Carolina,21,854470,INSULATED OPTICAL FIBER CABLES WITH INDVULY S,19.4,16.25,87.37,252.34
North Carolina,22,392690,"ARTICLES OF PLASTICS, NESOI",262.75,251.77,226.06,249.74
North Carolina,23,440710,"CONIFEROUS WOOD SAWN, SLICED ETC, OVER 6 MM T",288.98,300.16,279.29,239.42
North Carolina,24,940190,"PARTS OF SEATS (EX MEDICAL, BARBER, DENTAL ET",145.9,157.16,221.91,236.8
North Carolina,25,240120,"TOBACCO, PARTLY OR WHOLLY STEMMED/STRIPPED",361.07,227.85,234.53,236.47
