statename,rank,hs6,abbrevation,val2013,val2014,val2015,val2016
Louisiana,21,100630,"RICE, SEMI- OR WHOLLY MILLED, POLISHED ETC OR",417,366.93,382.65,252.42
Louisiana,22,281512,SODIUM HYDROXIDE IN AQUEOUS SOLUTION,191,167.54,189.25,242.64
Louisiana,23,151521,"CORN (MAIZE) OIL, CRUDE, NOT CHEMICALLY MODIF",250.51,181.82,210.41,230.77
Louisiana,24,290511,METHANOL (METHYL ALCOHOL),2.13,2.67,108.51,228.81
Louisiana,25,271312,"PETROLEUM COKE, CALCINED",454.8,337.68,328.13,215.19
Massachusetts,0,0,World,26812.02,27384.17,25290.12,25891.74
Massachusetts,0,25,Top 25,11533.5,12019.07,10949.43,12248.85
Massachusetts,1,711291,WASTE & SCRAP GOLD EXCL SWPNGS CNTNG OTH PREC,22.75,170.54,661.6,1513.68
Massachusetts,2,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",1031.04,1053.41,1053.84,1100.73
Massachusetts,3,901839,"MED NEEDLES. NESOI, CATHERERS ETC AND PARTS E",887.39,974.66,997.39,1015.46
Massachusetts,4,848620,MACHINES FOR MAN. SEMICONDUTOR DEVICES/ELEC I,718.95,720.73,1030.21,929.02
Massachusetts,5,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG",571.34,935.07,892.02,859.84
Massachusetts,6,710812,"GOLD, NONMONETARY, UNWROUGHT NESOI",2407.97,1941.95,181.66,596.05
Massachusetts,7,300210,"ANTISERA, BLOOD FRACTIONS & IMMUNOLOGICAL PRO",369.34,366.63,508.44,583.01
Massachusetts,8,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",580.67,714.67,699.36,566.8
Massachusetts,9,300390,"MEDICAMENTS NESOI, NOT IN DOSAGE FORM ETC",283.24,454.14,511.35,566.21
Massachusetts,10,902780,PHY CHEM INS/APPR;MEAS VSCSTY & HEAT NESOI,348.9,393.3,386.38,388.59
Massachusetts,11,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",380.78,488.51,445.28,388.24
Massachusetts,12,382200,"COMPOSITE DIAGNOSTIC/LAB REAGENTS, EXC PHARMA",347.94,344.88,341.7,364.17
Massachusetts,13,847170,"AUTOMATIC DATA PROCESSING STORAGE UNITS, N.E.",331.43,284.54,240.85,342.19
Massachusetts,14,901819,"ELECTRO-DIAGNOSTIC APPARATUS NESOI, AND PARTS",427.88,419.88,346.94,337.31
Massachusetts,15,842129,FILTER/PURIFY MACHINE & APPARATUS FOR LIQUID,166.48,210.44,285.04,333.44
Massachusetts,16,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",509.59,341.48,222.59,314.03
Massachusetts,17,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,390,548.69,487.49,307.32
Massachusetts,18,848690,"PARTS & ACCSESORIES FOR MACH TO MAN. SEMICNT,",314.1,275.96,256.59,297.19
Massachusetts,19,841191,TURBOJET AND TURBOPROLLER PARTS,229.78,237.6,295.49,256.67
Massachusetts,20,902139,ARTIFICIAL JOINTS & PARTS & ACCESSORIES THERO,293.68,237.59,224.13,222.06
Massachusetts,21,850440,STATIC CONVERTERS; ADP POWER SUPPLIES,213.51,218.51,208.69,218.37
Massachusetts,22,30622,"LOBSTERS, LIVE, FRESH,CH, DRIED, SALTD OR IN",179.92,191.17,190.39,203.62
Massachusetts,23,902790,"PTS OF INST, PHYS/CHEM ANALYSIS ETC, NESOI",203.58,199.57,194.24,195.2
Massachusetts,24,847989,MACH & MECHANICAL APPL W INDIVIDUAL FUNCTION,100.17,93.77,123.82,175.77
Massachusetts,25,842199,FILTER/PURIFY MACHINE & APPARATUS PARTS,223.06,201.38,163.93,173.87
Maryland,0,0,World,11746.72,12228.28,10051.8,9658.23
Maryland,0,25,Top 25,5471.14,5964.24,4388.53,4418.41
Maryland,1,880212,HELICOPTERS OF AN UNLADEN WEIGHT EXCEEDING 20,0,189,81.01,438.43
Maryland,2,382200,"COMPOSITE DIAGNOSTIC/LAB REAGENTS, EXC PHARMA",295.24,295.53,337.05,399.44
Maryland,3,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",261.78,454.4,310.42,340.08
Maryland,4,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",176.53,129.23,273.61,307.56
Maryland,5,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,1516.95,1539.65,809.5,302.28
Maryland,6,381519,"SUPPORTED CATALYSTS, NESOI",255.82,276.98,323.79,275.51
Maryland,7,300210,"ANTISERA, BLOOD FRACTIONS & IMMUNOLOGICAL PRO",79.14,293.62,268.08,260.89
Maryland,8,852610,RADAR APPARATUS,60.32,38.96,162.12,247.9
Maryland,9,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,600.87,610.52,357.92,190.71
Maryland,10,711311,"JEWELRY AND PARTS THEREOF, OF SILVER",97.26,126.75,136.68,175.62
Maryland,11,852560,"TRANSMISSION APP INCORP RECEPTION, FOR RADIO",36.26,51.11,68.99,170.92
Maryland,12,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",422.67,441.48,292.35,170.01
Maryland,13,490199,"PRINTED BOOKS, BROCHURES, ETC., NESOI",162.7,149.4,153.92,138.39
Maryland,14,270112,"BITUMINOUS COAL, NOT AGGLOMERATED",72.68,11.99,25.59,137.71
Maryland,15,870323,PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV,722.7,655.03,215.46,135.66
Maryland,16,902750,INSTRUMENTS ETC USING OPTICAL RADIATIONS NESO,47.22,78.99,112.99,99.43
Maryland,17,382100,PREPARED CULTURE MEDIA FOR DEVEL OF MICROORGA,127.59,126.73,110.48,91.35
Maryland,18,870190,"TRACTORS, NESOI",114.6,102.51,52.46,76.31
Maryland,19,720449,FERROUS WASTE & SCRAP NESOI,124.19,96.6,51.66,72.79
Maryland,20,870590,"SPECIAL PURPOSE VEHICLES, NESOI",10.44,7.6,1.77,72.11
Maryland,21,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",131.07,93.11,70.17,68.02
Maryland,22,392690,"ARTICLES OF PLASTICS, NESOI",37.35,44.11,54.43,66.41
Maryland,23,711319,"JEWELRY AND PARTS THEREOF, OF OTH PRECIOUS ME",42.37,59.51,62.87,62.13
Maryland,24,381590,"REACTION INITIATORS & ACCELERATORS, ETC, NESO",32.67,33.89,26.4,60.47
Maryland,25,930690,BOMB MINES OT AMMNTION PROJCTIONS ETC AND PAR,42.76,57.55,28.82,58.29
Maine,0,0,World,2686.76,2811.06,2762.99,2875.27
Maine,0,25,Top 25,1623.92,1734.75,1835.51,1980.45
Maine,1,30622,"LOBSTERS, LIVE, FRESH,CH, DRIED, SALTD OR IN",243.25,349,331.41,381.6
Maine,2,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",152.19,111.66,266.96,315.32
Maine,3,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",47.27,154.9,229.49,182.18
Maine,4,271121,"NATURAL GAS, GASEOUS",133.86,216.6,92.4,157.09
Maine,5,481013,"PPR/PBRD FOR WRIT/PRING,CLAY CTD,<=10%MEC FBR",175.1,160.59,120.03,116.75
Maine,6,470329,"CHEM WOODPULP, SODA ETC, N DIS S BL & BL NONC",191.72,99.55,133.7,110.83
Maine,7,440320,"CONIFEROUS WOOD IN THE ROUGH, NOT TREATED",159.07,145.32,157.39,94.57
Maine,8,30214,ATLANTIC SALMON AND DANUBE SALMON FRESH OR CH,48.82,36.06,19.33,72.71
Maine,9,481151,"PPR/PBRD,CTD/IMPG/CVR W/PLAST,BLEACH,WT>150G/",46.99,42.98,38.75,63.99
Maine,10,130239,"MUCILAGE & THICKNER W/N MODIFIED,FRM VEG PRD",2.4,2.37,7.24,54.47
Maine,11,30441,"PACIFIC, ATLANTIC, DANUBE SALMON FILLET FRESH",31.11,18.76,45.98,52.79
Maine,12,382200,"COMPOSITE DIAGNOSTIC/LAB REAGENTS, EXC PHARMA",48.63,51.78,50.04,42.44
Maine,13,902750,INSTRUMENTS ETC USING OPTICAL RADIATIONS NESO,39.58,46.3,37.18,35.88
Maine,14,160232,"PREPARED OR PRESERVED CHICKEN MEAT OR OFFAL,",25.91,27.2,25.82,32.23
Maine,15,440399,"NONCONIFEROUS WOOD IN THE ROUGH NESOI, NOT TR",24.67,32.55,33.36,31.4
Maine,16,930591,PARTS & ACCESSOR. OF MILITARY WEAPONS OF HEAD,19.17,14.38,36.35,28.35
Maine,17,300230,VACCINES FOR VETRINARY MEDICINE,16.57,18.41,19.63,27.72
Maine,18,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG",45.79,30.91,23.68,25.49
Maine,19,440710,"CONIFEROUS WOOD SAWN, SLICED ETC, OVER 6 MM T",28.64,27.99,27.51,25.09
Maine,20,30821,"SEA URCHINS, LIVE, FRESH OR CHILLED",24.61,23.6,21.12,23.98
Maine,21,481190,"PAPER, PAPERBD, CELLULOSE WADD ETC, COAT ETC",63.02,56.9,61.39,23.62
Maine,22,841199,GAS TURBINE PARTS NESOI,12.08,10.06,12.29,22.61
Maine,23,81190,"FRUIT NESOI & NUTS, SWEETENED ETC OR NOT, FRO",20.55,27.31,17.14,20.14
Maine,24,81040,"CRANBERRIES, BLUEBERRIES, ETC, FRESH",22.84,19.98,11.75,20.07
Maine,25,720429,"ALLOY STEEL WASTE AND SCRAP, NOT STAINLESS",0.09,9.6,15.57,19.14
Michigan,0,0,World,59399.81,57573.11,53954.03,54713.48
Michigan,0,25,Top 25,31565.5,29541.93,27603.5,28739.67
Michigan,1,870431,"MTR VEH TRANS GDS SPK IG IN C P ENG, GVW NOV",4554.51,3872.75,3989.8,4698.68
Michigan,2,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,4385.73,3641,3079.4,3515.71
Michigan,3,870829,"PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NES",3720.59,3475.59,3077.45,3318.49
Michigan,4,870840,GEAR BOXES FOR MOTOR VEHICLES,2209.85,1874.25,2273.23,2274.76
Michigan,5,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",2264.21,2393.12,2250.27,2248.86
Michigan,6,870323,PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV,2706.27,1693.38,1198.09,1188.89
Michigan,7,840734,SPARK-IGNTN RECPRCTING PISTON ENGINE ETC > 10,1130.44,1198.24,1040.2,1187.93
Michigan,8,700910,REAR-VIEW MIRRORS FOR VEHICLES,756.84,856.77,943.49,994.67
Michigan,9,280461,SILICON CONTAIN BY WT NT < 99.99% OF SILICON,497.55,716.08,549.04,873.79
Michigan,10,870850,DRIVE AXLES WITH DIFFERENTIAL FOR MOTOR VEHIC,583.64,752.34,904.34,867.31
Michigan,11,840991,SPARK-IGNITION INT COMBUSTION PISTON ENG PTS,709.87,875.1,833.62,817.14
Michigan,12,271121,"NATURAL GAS, GASEOUS",1931.51,2053.61,1233.68,727.56
Michigan,13,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",892.85,765.96,669.39,725.07
Michigan,14,870894,"STEERING WHEELS, COLUMNS & BOXES F MOTOR VEHI",541.09,595.39,751.39,615.02
Michigan,15,940190,"PARTS OF SEATS (EX MEDICAL, BARBER, DENTAL ET",442.82,481.95,466.02,559.97
Michigan,16,870421,"TRUCKS, NESOI, DIESEL ENG, GVW 5 METRIC TONS",260.43,547.97,671.94,558.76
Michigan,17,870880,SUSPENSION SHOCK ABSORBERS FOR MOTOR VEHICLES,698.88,610.81,575.75,552.18
Michigan,18,870333,PASS VEH COM-IG INT COM ENG > 2500 CC,1048.73,969.46,871.3,533.48
Michigan,19,731815,THREADED SCREWS AND BOLTS NESOI OF IRON OR ST,289.93,310.75,343.95,438.66
Michigan,20,850760,LITHIUM ION BATTERIES,317.24,258.82,249.89,378.18
Michigan,21,851220,ELECT LIGHTING/VISUAL SIGNLNG EQ EX FOR BICYC,303.88,271.44,324.12,361.67
Michigan,22,391000,"SILICONES, IN PRIMARY FORMS",262,276.68,243.86,331.95
Michigan,23,870870,ROAD WHEELS & PTS & ACCESSORIES FOR MOTOR VEH,447.77,423,413.98,326.51
Michigan,24,392690,"ARTICLES OF PLASTICS, NESOI",317.21,327.47,291.19,322.35
Michigan,25,853710,CONTROLS ETC W ELECT APPR F ELECT CONT NOV 10,291.66,300,358.12,322.07
Minnesota,0,0,World,20760.14,21397.6,20016.17,19202.45
Minnesota,0,25,Top 25,5961.64,6627.3,6171.58,5926.5
Minnesota,1,901839,"MED NEEDLES. NESOI, CATHERERS ETC AND PARTS E",772.96,875,863.87,810.28
Minnesota,2,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",600.05,518.42,452.97,489.21
Minnesota,3,842199,FILTER/PURIFY MACHINE & APPARATUS PARTS,340.71,370.94,412.35,334.04
Minnesota,4,854290,ELECTRONIC INTEGRATED CIRCUITS AND MCRSSMBLS,388.32,430.86,347.86,331.5
Minnesota,5,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,341.97,322.07,332.27,297.66
Minnesota,6,391990,"PLATES, SHEETS, FILM ETC, PLASTICS, SELF-ADH",289.77,294.55,297.72,293.74
Minnesota,7,902190,OTH ARTIFICAL PTS OF THE BODY & PTS & ACCESSO,344.35,308.12,297.33,291.89
Minnesota,8,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",203.69,232.1,251.2,268.52
Minnesota,9,870310,PASS VEH FOR SNOW; GOLF CARTS & SIMILAR VEHIC,382.2,359.41,269.28,217.31
Minnesota,10,900190,LENSES PRISMS MIRRORS OPTCL ELMNT N OPTICALLY,133.48,255.97,278.32,207.5
Minnesota,11,870321,"PASS MTR VEH, SPARK IGN ENG, NOT OV 1,000 CC",366.8,418.06,316.42,206.29
Minnesota,12,120190,"SOYBEANS, NESOI",141.26,227.45,174.4,188.61
Minnesota,13,901819,"ELECTRO-DIAGNOSTIC APPARATUS NESOI, AND PARTS",109.98,133.95,170.93,187.05
Minnesota,14,470200,"CHEMICAL WOODPULP, DISSOLVING GRADES",137.3,287.1,181.71,186.89
Minnesota,15,100590,"CORN (MAIZE), OTHER THAN SEED CORN",112.11,195.56,126.47,169.82
Minnesota,16,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",69.9,96.58,80.13,166.46
Minnesota,17,392690,"ARTICLES OF PLASTICS, NESOI",106.63,130.14,139.76,158.53
Minnesota,18,230400,"SOYBEAN OILCAKE & OTH SOLID RESIDUE, WH/NOT G",209.81,137.09,178.31,147.19
Minnesota,19,847989,MACH & MECHANICAL APPL W INDIVIDUAL FUNCTION,140.77,165.48,144.76,146.66
Minnesota,20,902620,"INST & APPRTS, MEASURING/CHECKING PRESSURE",171.78,174.41,170.32,142.26
Minnesota,21,230990,"ANIMAL FEED PREP EXCEPT DOG OR CAT FOOD, RETA",82.25,100.85,128.44,142.17
Minnesota,22,900120,SHEETS AND PLATES OF POLARIZING MATERIAL,83.39,110.67,125.32,139.05
Minnesota,23,902750,INSTRUMENTS ETC USING OPTICAL RADIATIONS NESO,135.62,132.36,136.58,138.67
Minnesota,24,842420,SPRAY GUNS AND SIMILAR APPLIANCES,203.98,221.97,165.62,134.71
Minnesota,25,903180,"MEAS & CHECKNG INSTRUMENT, APPLIANCES & MACH",92.57,128.21,129.24,130.48
Missouri,0,0,World,12958.22,14189.64,13647.81,13934.62
Missouri,0,25,Top 25,4275.68,5288.68,5260.84,6475.05
Missouri,1,870431,"MTR VEH TRANS GDS SPK IG IN C P ENG, GVW NOV",1280.51,1450.89,1155.84,1542.94
Missouri,2,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",86.43,495.54,685.82,1327.78
Missouri,3,871150,"MOTORCYCLES, CYCL,EXCD 800 CC",254.22,267.5,237.55,335.38
Missouri,4,300230,VACCINES FOR VETRINARY MEDICINE,381.27,333.02,336.91,317.93
Missouri,5,230400,"SOYBEAN OILCAKE & OTH SOLID RESIDUE, WH/NOT G",68.51,240.31,262.11,273.42
Missouri,6,100590,"CORN (MAIZE), OTHER THAN SEED CORN",109.88,167.81,231.98,231.74
Missouri,7,120190,"SOYBEANS, NESOI",138.18,161.34,164.37,215.13
Missouri,8,410411,"BOV/EQ HIDE/SKIN,FUL GRN,UNSPLIT;GRN SPL, WET",125,198.17,204.63,173.5
Missouri,9,210690,FOOD PREPARATIONS NESOI,179.67,198.09,173.56,165.37
Missouri,10,930690,BOMB MINES OT AMMNTION PROJCTIONS ETC AND PAR,72.71,144,191.9,161.01
Missouri,11,300210,"ANTISERA, BLOOD FRACTIONS & IMMUNOLOGICAL PRO",46.98,84.3,73.23,152.87
Missouri,12,293399,HETEROCYCLIC COMP W NITROGEN HETERO-ATM ONLY,116.91,185.53,243.87,146.89
Missouri,13,20319,"MEAT OF SWINE, NESOI, FRESH OR CHILLED",139.38,140.45,126.29,141.77
Missouri,14,220300,BEER MADE FROM MALT,76.4,89.2,146.51,131.01
Missouri,15,293339,CMPDS CONT AN UNFUSED PYRIDINE RING ETC NESOI,128.67,134.18,156.39,128.8
Missouri,16,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",352.63,210.46,105.19,124.89
Missouri,17,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",55.92,72.96,110.71,123.6
Missouri,18,382490,"PRODUCTS AND RESIDUALS OF CHEMICAL INDUSTRY,",30.63,65.9,106.18,119.19
Missouri,19,20329,"MEAT OF SWINE, NESOI, FROZEN",184.22,181.72,112.91,111.96
Missouri,20,260700,LEAD ORES AND CONCENTRATES,15.96,13.24,0,110.48
Missouri,21,850720,LEAD-ACID STORAGE BATTERIES NESOI,126.65,134.78,113.32,95.02
Missouri,22,230910,"DOG AND CAT FOOD, PUT UP FOR RETAIL SALE",80.82,94.92,98.81,92.01
Missouri,23,490199,"PRINTED BOOKS, BROCHURES, ETC., NESOI",88.63,80.24,73.07,85.65
Missouri,24,840790,"SPARK-IGNTN RCPRCTNG/ROTARY INT COMBSTN ENG,",85.62,88.99,91.29,84.5
Missouri,25,870421,"TRUCKS, NESOI, DIESEL ENG, GVW 5 METRIC TONS",49.85,55.12,58.4,82.21
Mississippi,0,0,World,12415.15,11484.93,10848.36,10494.72
Mississippi,0,25,Top 25,8309.65,7725.22,7183.71,7001.41
Mississippi,1,271019,PETROL OIL BITUM MINERAL (NT CRUD) ETC NT BIO,3057.7,2970.04,2381.19,1911.88
Mississippi,2,271012,"LT OILS, PREPS GT=70% PETROLEUM/BITUM NT BIOD",1148.95,887.92,850.02,721.35
Mississippi,3,320611,"PIGMNTS\PREPS CONT =>80% TITANIUM DIOXIDE, DR",795.73,792.46,650.44,707.7
Mississippi,4,470321,"CHEMICAL WOODPULP, SODA ETC. N DIS S BL & BL",512.73,468.04,471.44,449.33
Mississippi,5,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,223.44,202.07,434.73,412.09
Mississippi,6,902131,ARTIFICIAL JOINTS AND PARTS AND ACCESSORIES T,176.52,292.48,352.19,281.82
Mississippi,7,520100,"COTTON, NOT CARDED OR COMBED",550.78,378,296.34,279.99
Mississippi,8,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",94.57,135.85,171.84,256.96
Mississippi,9,901839,"MED NEEDLES. NESOI, CATHERERS ETC AND PARTS E",158.87,174,186.53,230.84
Mississippi,10,870431,"MTR VEH TRANS GDS SPK IG IN C P ENG, GVW NOV",267.85,251.01,197.35,211.31
Mississippi,11,890520,"FLOATING OR SUBMERSIBLE DRILLING OR PRODCTN,P",0,11.08,143,209.46
Mississippi,12,870323,PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV,270.36,192,187.27,201.4
Mississippi,13,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",144.36,163.36,96.21,178.13
Mississippi,14,848120,VALVES F OLEOHYDRAULIC OR PNEUMATIC TRANSMISS,66.49,149.61,137.27,157.56
Mississippi,15,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",116.05,92.42,85.67,102.64
Mississippi,16,902110,"ORTHOPEDIC OR FRACTRE APPLIANCES, PARTS & ACC",29.91,70.27,101.5,91.36
Mississippi,17,20714,"CHICKEN CUTS AND EDIBLE OFFAL (INC LIVERS), F",224.16,161.66,76.06,74.96
Mississippi,18,870421,"TRUCKS, NESOI, DIESEL ENG, GVW 5 METRIC TONS",0.23,0,0.78,74.82
Mississippi,19,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,25.73,27.25,25.17,71.75
Mississippi,20,871000,"TANK & OT ARMORED FIGHT VEH, MOTORIZED; AND P",0.06,0.35,0.07,67.57
Mississippi,21,480411,"KRAFTLINER, UNCOATED UNBLEACHED IN ROLLS OR S",118.08,108.4,104.5,64.91
Mississippi,22,271311,"PETROLEUM COKE, NOT CALCINED",82.79,102.49,77.76,63.03
Mississippi,23,846729,"TOOLS FOR WK IN  HAND,W/ SELF-CONT ELEC MOTOR",42.57,14.01,49.23,62.71
Mississippi,24,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG",91.38,80.42,63.78,60.37
Mississippi,25,290243,PARA-XYLENE,110.33,0,43.36,57.49
Montana,0,0,World,1505.8,1544.91,1404.09,1360.1
Montana,0,25,Top 25,885.12,940.98,924.85,1000.89
Montana,1,240220,CIGARETTES CONTAINING TOBACCO,33.91,52.72,119.39,185.26
Montana,2,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",14.45,22.11,19.56,96.37
Montana,3,71340,"LENTILS, DRIED SHELLED, INCLUDING SEED",30.4,37.82,52.71,95.97
Montana,4,282550,COPPER OXIDES AND HYDROXIDES,118.23,122.43,147.66,95.54
Montana,5,848620,MACHINES FOR MAN. SEMICONDUTOR DEVICES/ELEC I,40.31,35.32,74.21,79.54
Montana,6,285000,HYDRIDS/NITRIDS/AZIDS/SILICIDS ETC W/NT CHEM,60.74,84.06,67.61,62.01
Montana,7,71310,"PEAS, DRIED SHELLED, INCLUDING SEED",38.56,48.53,40.01,40.83
Montana,8,280461,SILICON CONTAIN BY WT NT < 99.99% OF SILICON,33.2,32.42,38.93,38.43
Montana,9,252329,PORTLAND CEMENT EXCEPT WHITE PORTLAND CEMENT,39.04,42.74,37.5,35.6
Montana,10,271012,"LT OILS, PREPS GT=70% PETROLEUM/BITUM NT BIOD",84.72,63.67,26.74,35.52
Montana,11,252620,"NATURAL STEATITE AND TALC, CRUSHED OR POWDERE",23.73,25.37,26.11,26.51
Montana,12,300290,"HUMAN BLOOD; ANIMAL BLOOD PREP, TOXINS, CULTR",50.94,25.25,34.54,23.43
Montana,13,71320,"CHICKPEAS (GARBANZOS), DRIED SHELLED, INCLUDE",9.59,7.01,4.3,20.88
Montana,14,110710,"MALT, NOT ROASTED",17.37,14.35,12,20.05
Montana,15,270119,"COAL NESOI, NOT AGGLOMERATED",144.22,137.94,123.55,19.18
Montana,16,270112,"BITUMINOUS COAL, NOT AGGLOMERATED",74.21,85.19,0,16.7
Montana,17,848690,"PARTS & ACCSESORIES FOR MACH TO MAN. SEMICNT,",13.84,13.51,14.56,16.07
Montana,18,100199,"WHEAT AND MESLIN, NESOI",17.77,40.02,12.23,13.51
Montana,19,382200,"COMPOSITE DIAGNOSTIC/LAB REAGENTS, EXC PHARMA",2.51,2.58,6.13,13
Montana,20,252210,QUICKLIME,0.71,9.47,16.09,12.61
Montana,21,270900,CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINER,5.24,1.43,3.18,12.01
Montana,22,901849,"INST & APPLN FOR DENTAL SCIENCE, & PTS & ACC,",3.76,5.03,16.19,11.13
Montana,23,190219,"PASTA, UNCOOKED, NOT STUFFED ETC., NESOI",19.47,19.33,16.79,10.59
Montana,24,441114,"MEDIUM DENSITY FIBERBOARD, OF A THICKNESS GT",7.95,8.45,9.13,10.37
Montana,25,285300,INORG CMPDS NESOI;LQ/CMPRSD AIR;AMALG EXC PRE,0.25,4.23,5.72,9.77
North Carolina,0,0,World,29347.12,31420,30201.81,30161.26
North Carolina,0,25,Top 25,8687.86,10271.2,9763.83,11090.52
North Carolina,1,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",1057.63,1199.42,1265.66,1418.49
North Carolina,2,300210,"ANTISERA, BLOOD FRACTIONS & IMMUNOLOGICAL PRO",465.36,491.44,709.84,1409
North Carolina,3,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",824.37,1174.07,960.93,1214.53
North Carolina,4,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",86.87,140.7,524.74,993.73
North Carolina,5,240120,"TOBACCO, PARTLY OR WHOLLY STEMMED/STRIPPED",728.29,746.51,712.31,689.07
North Carolina,6,470321,"CHEMICAL WOODPULP, SODA ETC. N DIS S BL & BL",573.54,641.43,597.38,659.41
North Carolina,7,870120,ROAD TRACTORS FOR SEMI-TRAILERS,616.45,465.88,553.35,400.48
North Carolina,8,520512,"COT YARN, 85% COT, NO RETAIL, OV 14NM NOT OV",452.87,457.37,386.67,329.93
North Carolina,9,854140,PHOTOSNSITVE SEMICNDCTR DVICE INC PHTVLTC CEL,437.35,541.17,409.67,328.03
North Carolina,10,847590,PARTS OF MACH FOR ASSMBL ELEC LAMP ETC MFG GL,247.77,380.83,227.34,276.92
North Carolina,11,903289,"AUTO REGULATING INS & APPR EX THROSTAT,MNSTAT",191.71,217.77,240.21,268.48
North Carolina,12,20329,"MEAT OF SWINE, NESOI, FROZEN",302.94,376.29,245.18,262.48
North Carolina,13,854470,INSULATED OPTICAL FIBER CABLES WITH INDVULY S,220.44,335.12,286.63,258.96
North Carolina,14,840820,COMPRESSION-IGNTN INT COMBUSTION PISTON ENGIN,235.42,377.87,355.8,245.78
North Carolina,15,240220,CIGARETTES CONTAINING TOBACCO,267.66,259.46,241.27,241.17
North Carolina,16,900110,"OPTICAL FIBERS, OPTICAL FIBER BUNDLES AND CAB",265.86,225.63,210.17,240.24
North Carolina,17,842951,"MECH FRONT-END SHOVEL LOADERS, SELF-PROPELLED",321.59,346.39,316.63,229.54
North Carolina,18,520513,"COT YARN, 85% COT, NO RETAIL, OV 43NM NOT OV",106.21,127.59,183.6,227.22
North Carolina,19,930690,BOMB MINES OT AMMNTION PROJCTIONS ETC AND PAR,54.23,439.55,56.93,223.83
North Carolina,20,550953,YRN N SW TH SYN ST FB N RT SL PLY S F MIX M/S,273.61,274.46,273.56,222.34
North Carolina,21,381512,SUPPORTED CATALYSTS W PREC METAL/PREC MTL COM,98.79,235.07,228.26,219.78
North Carolina,22,20714,"CHICKEN CUTS AND EDIBLE OFFAL (INC LIVERS), F",237.13,289.49,202.11,193.61
North Carolina,23,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",179.47,156.78,189.18,183.94
North Carolina,24,848180,TAPS COCKS ETC F PIPE VAT INC THERMO CONTROL,212.93,194.07,213.7,179.06
North Carolina,25,280920,PHOSPHORIC ACID AND POLYPHOSPHORIC ACIDS,229.35,176.84,172.73,174.5
North Dakota,0,0,World,4401.7,5513.08,4026.78,5313.34
North Dakota,0,25,Top 25,3365.39,4389.02,3042.86,4485.51
North Dakota,1,270900,CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINER,1393.46,2372.97,1352.19,2892.61
North Dakota,2,271012,"LT OILS, PREPS GT=70% PETROLEUM/BITUM NT BIOD",196.54,300.14,232.78,199.23
North Dakota,3,842951,"MECH FRONT-END SHOVEL LOADERS, SELF-PROPELLED",274.56,296.45,248.54,175.3
North Dakota,4,220720,ETHYL ALCOHOL & OTH SPIRITS DENATURED ANY STR,105.16,89.38,69.66,108.84
